1766671831.349,0
1766671832.349,0
1766671833.349,0
1766671834.349,0
1766671835.349,0
1766671836.349,0
1766671837.349,0
1766671838.349,0
1766671839.349,0
1766671840.349,0
1766671841.349,0
1766671842.349,0
1766671843.349,0
1766671844.349,0
1766671845.349,0
1766671846.349,0
1766671847.349,0
1766671848.349,0
1766671849.349,0
1766671850.349,0
1766671851.349,0
1766671852.349,0
1766671853.349,0
1766671854.349,0
1766671855.349,0
1766671856.349,0
1766671857.349,0
1766671858.349,0
1766671859.349,0
1766671860.349,0
1766671861.349,0
1766671862.349,0
1766671863.349,0
1766671864.349,0
1766671865.349,0
1766671866.349,0
1766671867.349,0
1766671868.349,0
1766671869.349,0
1766671870.349,0
1766671871.349,0
1766671872.349,0
1766671873.349,0
1766671874.349,0
1766671875.349,0
1766671876.349,0
1766671877.349,0
1766671878.349,0
1766671879.349,0
1766671880.349,0
1766671881.349,0
1766671882.349,0
1766671883.349,0
1766671884.349,0
1766671885.349,0
1766671886.349,0
1766671887.349,0
1766671888.349,0
1766671889.349,0
1766671890.349,0
1766671891.349,0
1766671892.349,0
1766671893.349,0
1766671894.349,0
1766671895.349,0
1766671896.349,0
1766671897.349,0
1766671898.349,0
1766671899.349,0
1766671900.349,0
1766671901.349,0
1766671902.349,0
1766671903.349,0
1766671904.349,0
1766671905.349,0
1766671906.349,0
1766671907.349,0
1766671908.349,0
1766671909.349,0
1766671910.349,0
1766671911.349,0
1766671912.349,0
1766671913.349,0
1766671914.349,0
1766671915.349,0
1766671916.349,0
1766671917.349,0
1766671918.349,1
1766671919.349,1
1766671920.349,1
1766671921.349,1
1766671922.349,1
1766671923.349,1
1766671924.349,1
1766671925.349,1
1766671926.349,1
1766671927.349,1
1766671928.349,1
1766671929.349,1
1766671930.349,1
1766671931.349,1
1766671932.349,1
1766671933.349,1
1766671934.349,1
1766671935.349,1
1766671936.349,1
1766671937.349,1
1766671938.349,1
1766671939.349,1
1766671940.349,1
1766671941.349,1
1766671942.349,1
1766671943.349,1
1766671944.349,1
1766671945.349,1
1766671946.349,1
1766671947.349,1
1766671948.349,1
1766671949.349,1
1766671950.349,1
1766671951.349,1
1766671952.349,1
1766671953.349,1
1766671954.349,1
1766671955.349,1
1766671956.349,1
1766671957.349,1
1766671958.349,1
1766671959.349,1
1766671960.349,1
1766671961.349,1
1766671962.349,1
1766671963.349,1
1766671964.349,1
1766671965.349,1
1766671966.349,1
1766671967.349,1
1766671968.349,1
1766671969.349,1
1766671970.349,1
1766671971.349,1
1766671972.349,1
1766671973.349,1
1766671974.349,1
1766671975.349,1
1766671976.349,1
1766671977.349,1
1766671978.349,1
1766671979.349,1
1766671980.349,1
1766671981.349,1
1766671982.349,1
1766671983.349,1
1766671984.349,1
1766671985.349,1
1766671986.349,1
1766671987.349,1
1766671988.349,1
1766671989.349,1
1766671990.349,1
1766671991.349,1
1766671992.349,1
1766671993.349,1
1766671994.349,1
1766671995.349,1
1766671996.349,1
1766671997.349,1
1766671998.349,1
1766671999.349,1
1766672000.349,1
1766672001.349,1
1766672002.349,1
1766672003.349,1
1766672004.349,1
1766672005.349,1
1766672006.349,1
1766672007.349,1
1766672008.349,1
1766672009.349,1
1766672010.349,1
1766672011.349,1
1766672012.349,1
1766672013.349,1
1766672014.349,1
1766672015.349,1
1766672016.349,1
1766672017.349,1
1766672018.349,1
1766672019.349,1
1766672020.349,1
1766672021.349,1
1766672022.349,1
1766672023.349,1
1766672024.349,1
1766672025.349,1
1766672026.349,1
1766672027.349,1
1766672028.349,1
1766672029.349,1
1766672030.349,1
1766672031.349,1
1766672032.349,1
1766672033.349,1
1766672034.349,1
1766672035.349,1
1766672036.349,1
1766672037.349,1
1766672038.349,1
1766672039.349,1
1766672040.349,1
1766672041.349,1
1766672042.349,1
1766672043.349,1
1766672044.349,1
1766672045.349,1
1766672046.349,1
1766672047.349,1
1766672048.349,1
1766672049.349,1
1766672050.349,1
1766672051.349,1
1766672052.349,1
1766672053.349,1
1766672054.349,1
1766672055.349,1
1766672056.349,1
1766672057.349,1
1766672058.349,1
1766672059.349,1
1766672060.349,1
1766672061.349,1
1766672062.349,1
1766672063.349,1
1766672064.349,1
1766672065.349,1
1766672066.349,1
1766672067.349,1
1766672068.349,1
1766672069.349,1
1766672070.349,1
1766672071.349,1
1766672072.349,1
1766672073.349,1
1766672074.349,1
1766672075.349,1
1766672076.349,1
1766672077.349,1
1766672078.349,1
1766672079.349,1
1766672080.349,1
1766672081.349,1
1766672082.349,1
1766672083.349,1
1766672084.349,1
1766672085.349,1
1766672086.349,1
1766672087.349,1
1766672088.349,1
1766672089.349,1
1766672090.349,1
1766672091.349,1
1766672092.349,1
1766672093.349,1
1766672094.349,1
1766672095.349,1
1766672096.349,1
1766672097.349,1
1766672098.349,1
1766672099.349,1
1766672100.349,1
1766672101.349,1
1766672102.349,0
1766672103.349,0
1766672104.349,0
1766672105.349,0
1766672106.349,0
1766672107.349,0
1766672108.349,0
1766672109.349,0
1766672110.349,0
1766672111.349,0
1766672112.349,0
1766672113.349,0
1766672114.349,0
1766672115.349,0
1766672116.349,0
1766672117.349,0
1766672118.349,0
1766672119.349,0
1766672120.349,0
1766672121.349,0
1766672122.349,0
1766672123.349,0
1766672124.349,0
1766672125.349,0
1766672126.349,0
1766672127.349,0
1766672128.349,0
1766672129.349,0
1766672130.349,0
1766672131.349,0
1766672132.349,0
1766672133.349,0
1766672134.349,0
1766672135.349,0
1766672136.349,0
1766672137.349,0
1766672138.349,0
1766672139.349,0
1766672140.349,0
1766672141.349,0
1766672142.349,0
1766672143.349,0
1766672144.349,0
1766672145.349,0
1766672146.349,0
1766672147.349,0
1766672148.349,0
1766672149.349,0
1766672150.349,0
1766672151.349,0
1766672152.349,0
1766672153.349,0
1766672154.349,0
1766672155.349,0
1766672156.349,0
1766672157.349,0
1766672158.349,0
1766672159.349,0
1766672160.349,0
1766672161.349,0
1766672162.349,0
1766672163.349,0
1766672164.349,0
1766672165.349,0
1766672166.349,0
1766672167.349,0
1766672168.349,0
1766672169.349,0
1766672170.349,0
1766672171.349,0
1766672172.349,0
1766672173.349,0
1766672174.349,0
1766672175.349,0
1766672176.349,0
1766672177.349,0
1766672178.349,0
1766672179.349,0
1766672180.349,0
1766672181.349,0
1766672182.349,0
1766672183.349,0
1766672184.349,0
1766672185.349,0
1766672186.349,0
1766672187.349,0
1766672188.349,0
1766672189.349,0
1766672190.349,0
1766672191.349,0
1766672192.349,0
1766672193.349,0
1766672194.349,0
1766672195.349,0
1766672196.358,0
1766672197.358,0
1766672198.358,0
1766672199.358,0
1766672200.358,0
1766672201.358,0
1766672202.358,0
1766672203.358,0
1766672204.358,0
1766672205.358,0
1766672206.358,0
1766672207.358,0
1766672208.358,0
1766672209.358,0
1766672210.358,0
1766672211.358,0
1766672212.358,0
1766672213.358,0
1766672214.358,0
1766672215.358,0
1766672216.358,0
1766672217.358,0
1766672218.358,0
1766672219.358,0
1766672220.358,0
1766672221.358,0
1766672222.358,0
1766672223.358,0
1766672224.358,0
1766672225.358,0
1766672226.358,0
1766672227.358,0
1766672228.358,0
1766672229.358,0
1766672230.358,0
1766672231.358,0
1766672232.358,0
1766672233.358,0
1766672234.358,0
1766672235.358,0
1766672236.358,0
1766672237.358,0
1766672238.358,0
1766672239.358,0
1766672240.358,0
1766672241.358,0
1766672242.358,0
